met,altitude_km,velocity_ms,dynamic_pressure_kpa,thrust_kn,pitch_deg,booster_active,booster_alt_km,booster_vel_ms,booster_thrust_kn
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.0,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.2,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.2,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.2,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.2,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.3,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.3,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.3,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.4,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.4,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.5,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.5,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.6,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.7,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.7,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.8,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,0.9,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,1.0,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,1.1,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,1.2,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,1.4,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,9.1,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,31.5,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,46.6,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,68.8,89.98,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,103.4,90.0,0,0.0,0.0,0.0
0.0,0.24,0.0,0.0,125.0,90.0,0,0.0,0.0,0.0
