met,altitude_km,downrange_km,velocity_ms,g_force,dynamic_pressure_kpa,thrust_kn,pitch_deg,heading_deg
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.8,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.9,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,16.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,31.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,57.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,80.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,103.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,135.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,153.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,176.9,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,194.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,202.9,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,213.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,219.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,223.8,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,228.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,232.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,233.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,235.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,236.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,237.6,89.98,83.33
0.0,0.24,0.0,0.0,1.0,0.0,238.5,89.98,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,240.9,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,240.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,240.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,240.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.9,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,240.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,240.0,89.98,83.33
0.0,0.241,0.0,0.0,1.0,0.0,240.2,89.98,83.33
0.0,0.241,0.0,0.52,1.13,0.0,240.6,90.0,83.33
0.0,0.241,0.0,1.03,1.26,0.0,240.1,90.0,83.33
0.0,0.241,0.0,1.38,1.35,0.0,240.4,90.0,83.33
0.0,0.241,0.0,1.72,1.44,0.0,240.3,90.0,83.33
0.0,0.241,0.0,2.24,1.57,0.0,240.1,90.0,83.33
0.0,0.241,0.0,2.59,1.66,0.0,240.5,90.0,83.33
0.06,0.242,0.0,3.11,1.79,0.0,240.8,90.0,83.33
0.1,0.242,0.0,3.46,1.88,0.0,240.5,90.0,83.33
0.16,0.242,0.0,3.98,1.88,0.01,240.4,90.0,83.33
0.22,0.242,0.0,4.5,1.88,0.01,240.4,90.0,83.33
0.26,0.242,0.0,4.85,1.88,0.01,240.7,90.0,83.33
0.3,0.243,0.0,5.2,1.89,0.01,239.8,90.0,83.33
0.36,0.243,0.0,5.72,1.89,0.01,240.6,90.0,83.33
0.4,0.243,0.0,6.07,1.89,0.02,240.1,89.97,83.33
0.46,0.244,0.0,6.59,1.89,0.02,240.0,90.0,83.33
0.52,0.244,0.0,7.12,1.89,0.02,240.7,90.0,83.33
0.56,0.244,0.0,7.47,1.89,0.03,240.7,90.0,83.33
0.62,0.245,0.0,7.99,1.89,0.03,240.0,90.0,83.33
0.66,0.245,0.0,8.34,1.89,0.03,240.6,90.0,83.33
0.72,0.246,0.0,8.87,1.89,0.04,240.8,89.98,83.33
0.76,0.246,0.0,9.22,1.89,0.04,240.0,90.0,83.33
0.8,0.246,0.0,9.57,1.89,0.05,240.0,90.0,83.33
0.86,0.247,0.0,10.1,1.89,0.05,240.8,89.97,83.33
0.9,0.247,0.0,10.45,1.9,0.06,240.8,90.0,83.33
0.9,0.247,0.0,10.45,1.9,0.06,240.2,90.0,83.33
0.98,0.248,0.0,11.16,1.9,0.07,240.2,89.97,83.33
1.04,0.249,0.0,11.69,1.9,0.07,240.4,90.0,83.33
1.08,0.249,0.0,12.04,1.9,0.08,240.1,90.0,83.33
1.12,0.25,0.0,12.4,1.9,0.08,240.0,90.0,83.33
1.18,0.251,0.0,12.93,1.9,0.09,240.9,90.0,83.33
1.24,0.251,0.0,13.46,1.9,0.1,240.0,89.96,83.33
1.28,0.252,0.0,13.81,1.9,0.11,240.5,90.0,83.33
1.32,0.253,0.0,14.17,1.9,0.11,240.1,89.97,83.33
1.38,0.253,0.0,14.7,1.9,0.12,240.5,89.96,83.33
1.44,0.254,0.0,15.24,1.9,0.13,240.9,89.97,83.33
1.48,0.255,0.0,15.59,1.91,0.14,240.0,89.97,83.33
1.52,0.256,0.0,15.95,1.91,0.14,240.4,89.96,83.34
1.58,0.257,0.0,16.49,1.91,0.16,240.5,89.95,83.34
1.64,0.258,0.0,17.02,1.91,0.17,240.0,89.96,83.34
1.68,0.258,0.0,17.38,1.91,0.17,240.2,89.96,83.34
1.72,0.259,0.0,17.74,1.91,0.18,240.7,89.95,83.34
1.78,0.26,0.0,18.28,1.91,0.19,240.1,89.94,83.34
1.84,0.261,0.0,18.81,1.91,0.21,240.5,89.95,83.34
1.88,0.262,0.0,19.17,1.91,0.21,240.6,89.95,83.34
1.92,0.263,0.0,19.53,1.91,0.22,240.5,89.94,83.34
1.98,0.264,0.0,20.07,1.91,0.24,240.8,89.94,83.34
2.02,0.265,0.0,20.43,1.92,0.25,240.8,89.94,83.34
2.08,0.266,0.0,20.98,1.92,0.26,240.9,89.93,83.34
2.12,0.267,0.0,21.34,1.92,0.27,240.3,89.93,83.34
2.18,0.268,0.0,21.88,1.92,0.28,240.3,89.93,83.35
2.22,0.269,0.0,22.24,1.92,0.29,240.8,89.92,83.35
2.28,0.27,0.0,22.78,1.92,0.31,240.3,89.93,83.35
2.34,0.272,0.0,23.33,1.92,0.32,240.4,89.93,83.35
2.38,0.273,0.0,23.69,1.92,0.34,240.1,89.92,83.35
2.44,0.274,0.0,24.24,1.92,0.35,240.8,89.92,83.35
2.48,0.275,0.0,24.6,1.92,0.36,240.6,89.92,83.35
2.54,0.277,0.0,25.15,1.93,0.38,240.7,89.91,83.35
2.6,0.278,0.0,25.7,1.93,0.4,240.4,89.91,83.36
2.64,0.279,0.0,26.06,1.93,0.41,240.4,89.9,83.36
2.68,0.28,0.0,26.43,1.93,0.42,240.3,89.9,83.36
2.74,0.282,0.0,26.97,1.93,0.44,240.6,89.9,83.36
2.78,0.283,0.0,27.34,1.93,0.45,240.2,89.9,83.36
2.84,0.285,0.0,27.89,1.93,0.47,240.1,89.89,83.37
