met,altitude_km,downrange_km,velocity_ms,g_force,dynamic_pressure_kpa,thrust_kn,pitch_deg,heading_deg
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.4,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.4,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.5,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.5,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.6,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.7,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.7,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.8,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,0.9,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,1.0,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,1.2,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,1.2,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,1.4,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,16.6,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,31.4,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,57.5,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,80.4,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,114.1,90.0,83.33
