met,altitude_km,velocity_ms,dynamic_pressure_kpa,thrust_kn,pitch_deg,booster_active,booster_alt_km,booster_vel_ms,booster_thrust_kn
3.44,0.303,33.31,0.68,240.4,89.87,0,0.0,0.0,0.0
3.48,0.304,33.68,0.69,239.8,89.86,0,0.0,0.0,0.0
3.54,0.306,34.24,0.72,240.7,89.86,0,0.0,0.0,0.0
3.6,0.308,34.8,0.74,240.6,89.85,0,0.0,0.0,0.0
3.64,0.31,35.17,0.76,240.1,89.85,0,0.0,0.0,0.0
3.68,0.311,35.54,0.78,240.5,89.85,0,0.0,0.0,0.0
3.74,0.313,36.1,0.8,240.3,89.85,0,0.0,0.0,0.0
3.8,0.315,36.66,0.83,240.6,89.84,0,0.0,0.0,0.0
3.84,0.317,37.03,0.84,240.3,89.84,0,0.0,0.0,0.0
3.9,0.319,37.59,0.87,240.9,89.83,0,0.0,0.0,0.0
3.94,0.321,37.97,0.89,240.3,89.83,0,0.0,0.0,0.0
4.0,0.323,38.53,0.91,240.3,89.83,0,0.0,0.0,0.0
4.04,0.324,38.9,0.93,240.4,89.82,0,0.0,0.0,0.0
4.08,0.326,39.28,0.95,240.9,89.81,0,0.0,0.0,0.0
4.14,0.328,39.84,0.98,240.3,89.81,0,0.0,0.0,0.0
4.2,0.331,40.41,1.01,240.1,89.81,0,0.0,0.0,0.0
4.24,0.332,40.78,1.03,240.3,89.8,0,0.0,0.0,0.0
4.28,0.334,41.16,1.05,240.9,89.8,0,0.0,0.0,0.0
4.34,0.337,41.72,1.08,240.4,89.79,0,0.0,0.0,0.0
4.4,0.339,42.29,1.11,241.2,89.79,0,0.0,0.0,0.0
4.44,0.341,42.67,1.13,240.8,89.78,0,0.0,0.0,0.0
4.5,0.343,43.24,1.16,240.8,89.77,0,0.0,0.0,0.0
4.54,0.345,43.62,1.18,241.1,89.77,0,0.0,0.0,0.0
4.6,0.348,44.19,1.21,240.4,89.77,0,0.0,0.0,0.0
4.64,0.35,44.57,1.23,240.2,89.76,0,0.0,0.0,0.0
4.7,0.352,45.14,1.26,241.2,89.75,0,0.0,0.0,0.0
4.74,0.354,45.52,1.28,241.2,89.75,0,0.0,0.0,0.0
4.8,0.357,46.09,1.32,240.7,89.74,0,0.0,0.0,0.0
4.84,0.359,46.47,1.34,241.0,89.74,0,0.0,0.0,0.0
4.9,0.362,47.04,1.37,241.3,89.73,0,0.0,0.0,0.0
4.96,0.364,47.62,1.41,240.9,89.72,0,0.0,0.0,0.0
5.0,0.366,48.0,1.43,240.1,89.72,0,0.0,0.0,0.0
5.04,0.368,48.38,1.45,240.7,89.71,0,0.0,0.0,0.0
5.1,0.371,48.96,1.49,240.9,89.71,0,0.0,0.0,0.0
5.16,0.374,49.53,1.52,241.0,89.69,0,0.0,0.0,0.0
5.2,0.376,49.92,1.55,241.2,89.69,0,0.0,0.0,0.0
5.24,0.378,50.3,1.57,240.7,89.68,0,0.0,0.0,0.0
5.3,0.381,50.88,1.61,240.7,89.68,0,0.0,0.0,0.0
5.36,0.384,51.46,1.64,240.3,89.67,0,0.0,0.0,0.0
5.4,0.386,51.84,1.67,240.4,89.66,0,0.0,0.0,0.0
5.44,0.388,52.23,1.69,240.7,89.66,0,0.0,0.0,0.0
5.5,0.392,52.81,1.73,240.8,89.64,0,0.0,0.0,0.0
5.56,0.395,53.39,1.77,240.3,89.63,0,0.0,0.0,0.0
5.6,0.397,53.77,1.79,240.8,89.63,0,0.0,0.0,0.0
5.64,0.399,54.16,1.82,240.6,89.62,0,0.0,0.0,0.0
5.7,0.402,54.74,1.86,240.6,89.61,0,0.0,0.0,0.0
5.76,0.406,55.33,1.9,240.4,89.6,0,0.0,0.0,0.0
5.8,0.408,55.72,1.93,241.2,89.59,0,0.0,0.0,0.0
5.84,0.41,56.1,1.95,240.5,89.59,0,0.0,0.0,0.0
5.9,0.413,56.69,1.99,240.7,89.58,0,0.0,0.0,0.0
5.96,0.417,57.27,2.04,240.4,89.56,0,0.0,0.0,0.0
6.0,0.419,57.66,2.06,241.1,89.56,0,0.0,0.0,0.0
