met,altitude_km,downrange_km,velocity_ms,g_force,dynamic_pressure_kpa,thrust_kn,pitch_deg,heading_deg
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.2,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.3,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.6,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,0.8,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.0,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,1.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,9.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,31.4,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,46.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,80.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,114.4,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,134.9,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,161.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,175.8,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,193.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,202.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,213.2,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,218.6,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,222.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,227.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,231.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,232.3,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,233.8,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,235.8,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,236.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,237.7,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,238.2,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,238.4,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.1,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.7,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.0,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.8,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.6,89.97,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.5,90.0,83.33
0.0,0.24,0.0,0.0,1.0,0.0,239.9,90.0,83.33
0.0,0.241,0.0,0.0,1.0,0.0,239.4,90.0,83.33
0.0,0.241,0.0,0.34,1.09,0.0,239.8,90.0,83.33
0.0,0.241,0.0,0.85,1.22,0.0,239.2,90.0,83.33
0.0,0.241,0.0,1.2,1.31,0.0,239.6,90.0,83.33
0.0,0.241,0.0,1.71,1.44,0.0,239.3,90.0,83.33
0.0,0.241,0.0,2.22,1.57,0.0,239.6,90.0,83.33
0.0,0.241,0.0,2.57,1.65,0.0,239.1,90.0,83.33
0.04,0.241,0.0,2.91,1.74,0.0,239.6,90.0,83.33
0.1,0.242,0.0,3.43,1.87,0.0,239.7,90.0,83.33
0.16,0.242,0.0,3.94,1.87,0.01,239.3,90.0,83.33
0.2,0.242,0.0,4.29,1.88,0.01,239.9,90.0,83.33
0.24,0.242,0.0,4.64,1.88,0.01,239.3,90.0,83.33
0.3,0.243,0.0,5.15,1.88,0.01,240.0,89.98,83.33
0.36,0.243,0.0,5.67,1.88,0.01,239.3,89.97,83.33
0.4,0.243,0.0,6.02,1.88,0.02,239.9,90.0,83.33
0.46,0.243,0.0,6.54,1.88,0.02,239.1,90.0,83.33
0.5,0.244,0.0,6.89,1.88,0.02,240.0,90.0,83.33
0.56,0.244,0.0,7.41,1.88,0.03,239.8,90.0,83.33
0.6,0.245,0.0,7.76,1.88,0.03,239.8,90.0,83.33
0.66,0.245,0.0,8.28,1.89,0.03,239.4,90.0,83.33
0.7,0.245,0.0,8.63,1.89,0.04,239.6,90.0,83.33
0.76,0.246,0.0,9.15,1.89,0.04,239.5,90.0,83.33
0.8,0.246,0.0,9.5,1.89,0.05,239.8,90.0,83.33
0.84,0.247,0.0,9.85,1.89,0.05,239.9,90.0,83.33
0.9,0.247,0.0,10.38,1.89,0.06,239.7,90.0,83.33
0.9,0.247,0.0,10.38,1.89,0.06,239.7,90.0,83.33
0.98,0.248,0.0,11.08,1.89,0.07,239.5,90.0,83.33
1.04,0.249,0.0,11.61,1.89,0.07,239.5,90.0,83.33
1.08,0.249,0.0,11.96,1.89,0.08,239.9,90.0,83.33
1.14,0.25,0.0,12.49,1.89,0.09,239.8,90.0,83.33
1.18,0.251,0.0,12.84,1.9,0.09,240.2,89.97,83.33
1.24,0.251,0.0,13.37,1.9,0.1,239.6,89.98,83.32
1.28,0.252,0.0,13.72,1.9,0.1,240.2,89.98,83.32
1.34,0.253,0.0,14.25,1.9,0.11,239.7,89.97,83.32
1.38,0.253,0.0,14.61,1.9,0.12,239.4,89.96,83.32
1.44,0.254,0.0,15.14,1.9,0.13,240.3,89.96,83.32
1.48,0.255,0.0,15.49,1.9,0.14,239.4,89.98,83.32
1.52,0.255,0.0,15.85,1.9,0.14,239.7,89.96,83.32
1.58,0.256,0.0,16.38,1.9,0.15,240.1,89.97,83.32
1.64,0.257,0.0,16.92,1.9,0.16,239.6,89.97,83.32
1.68,0.258,0.0,17.27,1.9,0.17,239.4,89.96,83.32
1.74,0.259,0.0,17.81,1.91,0.18,239.5,89.96,83.32
1.78,0.26,0.0,18.16,1.91,0.19,239.5,89.96,83.32
1.78,0.26,0.0,18.16,1.91,0.19,239.5,89.96,83.32
1.86,0.261,0.0,18.88,1.91,0.21,239.4,89.97,83.32
1.9,0.262,0.0,19.23,1.91,0.22,240.3,89.95,83.32
1.96,0.263,0.0,19.77,1.91,0.23,240.0,89.96,83.32
2.0,0.264,0.0,20.13,1.91,0.24,239.5,89.95,83.32
2.06,0.265,0.0,20.66,1.91,0.25,239.4,89.95,83.32
2.1,0.266,0.0,21.02,1.91,0.26,239.7,89.94,83.32
2.16,0.267,0.0,21.56,1.91,0.28,240.1,89.94,83.32
2.2,0.268,0.0,21.92,1.91,0.28,239.5,89.94,83.32
2.26,0.27,0.0,22.46,1.91,0.3,239.3,89.94,83.33
2.3,0.271,0.0,22.82,1.91,0.31,239.8,89.94,83.33
2.36,0.272,0.0,23.36,1.92,0.33,239.5,89.94,83.33
2.4,0.273,0.0,23.72,1.92,0.34,239.9,89.93,83.33
2.46,0.274,0.0,24.26,1.92,0.35,239.8,89.93,83.33
2.5,0.275,0.0,24.62,1.92,0.36,239.8,89.94,83.33
2.56,0.277,0.0,25.16,1.92,0.38,239.6,89.93,83.33
2.6,0.278,0.0,25.53,1.92,0.39,239.7,89.93,83.33
2.66,0.279,0.0,26.07,1.92,0.41,239.7,89.93,83.33
2.72,0.281,0.0,26.61,1.92,0.43,239.3,89.92,83.33
2.76,0.282,0.0,26.98,1.92,0.44,239.9,89.92,83.33
2.8,0.283,0.0,27.34,1.92,0.45,239.5,89.92,83.33
2.86,0.285,0.0,27.88,1.92,0.47,239.1,89.91,83.33
2.92,0.287,0.0,28.43,1.92,0.49,239.5,89.91,83.34
